label,image,size_px,size_um2,equivalent_diameter_um,max_feret_px,min_feret_px,sphericity
248,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,142.0,2.3998000000000004,1.7480046508677956,16.401219466856727,12.095187264613628,0.7374565829727084
249,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,179.0,3.0251,1.9625689661202586,18.35755975068582,13.109239436718244,0.7141057752095017
250,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,251.0,4.2419,2.323995444232214,20.396078054371138,16.65965685553719,0.8168068788090764
251,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,295.0,4.9855,2.5194713235671395,21.95449840010015,18.35063264866614,0.8358484131244114
252,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,238.0,4.022200000000001,2.263012173372864,21.095023109728988,15.17361421056357,0.7192982975953948
253,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,201.0,3.3969000000000005,2.079679641077172,18.788294228055936,14.097536032905934,0.7503361327956293
254,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,264.0,4.4616,2.3834188790035213,21.470910553583888,16.986137863015138,0.7911233117302443
255,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,156.0,2.6364,1.8321486663859412,15.811388300841896,12.98795479750948,0.821430386148819
256,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,222.0,3.7518000000000002,2.185621221515152,18.973665961010276,15.818528943345338,0.8337096782377981
257,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,377.0,6.371300000000001,2.8481908488321395,23.853720883753127,21.39500332769604,0.8969251980418815
258,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,257.0,4.343300000000001,2.351608240045147,24.698178070456937,13.844116624380254,0.5605318977329783
259,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,265.0,4.4785,2.3879286633181542,20.615528128088304,17.17047535390664,0.8328903944261394
260,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,415.0,7.0135000000000005,2.988288062921656,25.632011235952593,21.700848121119083,0.8466307197415907
261,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,146.0,2.4674,1.772453455715986,15.811388300841896,13.265392366783743,0.8389770786969675
262,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,211.0,3.5659,2.130785041380551,20.0,14.72315166677204,0.736157583338602
263,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,271.0,4.5799,2.414810508286845,20.615528128088304,17.72720991751876,0.8598959874991385
264,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,184.0,3.1096000000000004,1.9897903629047113,22.360679774997898,12.048767976625616,0.5388372848171494
265,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,207.0,3.4983,2.110491388124344,18.439088914585774,15.03987729517998,0.8156518667949514
266,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,151.0,2.5519,1.8025481946981783,17.0,12.566951467523673,0.7392324392660984
267,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,242.0,4.0898,2.281949843896195,18.973665961010276,17.20437676303976,0.9067502715813435
268,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,426.0,7.199400000000001,3.027632867169719,26.68332812825267,22.646863975326113,0.8487271102942855
269,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,174.0,2.9406000000000003,1.9349646521960602,16.401219466856727,14.519857363815268,0.8852913280720814
270,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,320.0,5.408,2.6240578229009666,21.93171219946131,19.537041858572643,0.8908124309169311
271,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,136.0,2.2984,1.7106764070446807,14.866068747318506,12.209838243692646,0.8213226005627761
272,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,329.0,5.5601,2.6607027629335036,21.93171219946131,20.274044415057492,0.9244168549483094
273,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,188.0,3.1772000000000005,2.011302235252713,18.788294228055936,13.265585711530395,0.7060558851437049
274,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,148.0,2.5012000000000003,1.7845522545702015,15.264337522473747,13.249973788623551,0.8680346440921894
275,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,346.0,5.8474,2.72857855189921,23.323807579381203,19.89721631757865,0.8530861116847945
276,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,265.0,4.4785,2.3879286633181542,21.37755832643195,16.71247047420383,0.7817763946193965
277,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,235.0,3.9715000000000003,2.24870426066117,24.351591323771842,13.064125310556864,0.536479326416905
278,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,286.0,4.8334,2.4807410214536576,21.840329667841555,17.78439133022017,0.8142913408677395
279,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,184.0,3.1096000000000004,1.9897903629047113,18.384776310850235,13.359392066570605,0.7266551325232184
280,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,269.0,4.5461,2.4058832669771246,20.615528128088304,17.55625995684381,0.8516036963866915
281,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,250.0,4.2250000000000005,2.3193613509986024,19.72308292331602,16.968696609009484,0.860347070231582
282,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,175.0,2.9575,1.9405169294686,17.46424919657298,13.854152979940874,0.793286491964366
283,230630_FRL+WL_Cthrm_G1_pos2_440_3nm_20nm,420.0,7.098000000000001,3.0062359003461765,28.160255680657446,19.595635357015794,0.695861414726981
